Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence
2020,40-49,Female,7.92,30.08,Middle,8,Yes,5,8,No,10,Yes,5,6
2020,60-69,Male,19.33,21.29,High,9,No,2,6,Yes,4,Yes,10,2
2023,60-69,Female,37.5,33.02,High,5,Yes,10,2,No,4,No,8,10
2020,60-69,Female,30.03,55.43,High,4,No,6,2,No,2,Yes,4,4
2021,10-14,Both,8.16,47.72,High,1,No,1,5,No,10,No,1,5
2023,25-29,Male,46.61,19.73,High,9,No,9,10,Yes,1,Yes,10,2
2023,15-19,Male,38.52,35.45,Low,6,No,3,10,No,9,Yes,1,1
2022,30-39,Both,30.0,43.25,Low,9,No,9,10,Yes,9,Yes,7,10
2020,50-59,Male,46.16,24.26,Low,6,No,6,1,No,1,No,3,4
2020,15-19,Female,45.84,49.67,High,5,No,7,8,No,2,Yes,4,4
2024,60-69,Both,42.97,51.2,Low,5,No,3,1,Yes,3,Yes,9,1
2020,80+,Male,36.52,67.85,Low,4,No,4,9,No,4,Yes,5,1
2022,25-29,Female,9.6,62.83,Middle,9,Yes,4,1,No,3,No,3,6
2020,80+,Both,11.16,39.6,Middle,9,No,4,4,No,9,Yes,5,7
2023,40-49,Female,5.51,49.1,Middle,7,No,1,10,No,8,No,3,3
2022,30-39,Female,7.03,30.92,Middle,10,No,2,6,No,9,Yes,6,3
2020,15-19,Female,41.83,67.14,High,1,Yes,2,1,Yes,10,Yes,2,5
2023,60-69,Female,39.56,34.4,Middle,1,No,10,2,Yes,9,Yes,1,5
2021,30-39,Female,31.43,45.72,Middle,10,Yes,9,3,Yes,1,No,9,7
2022,15-19,Female,7.73,29.18,Low,3,No,8,2,Yes,1,Yes,5,8
2022,60-69,Male,31.19,26.55,Low,10,Yes,5,6,Yes,4,No,3,5
2023,20-24,Both,45.42,50.59,Low,1,No,3,9,Yes,9,No,7,5
2020,20-24,Male,29.19,64.72,Low,5,Yes,8,1,No,3,No,6,10
2023,80+,Male,40.22,53.09,Low,8,Yes,1,8,Yes,4,No,10,1
2022,15-19,Male,45.16,54.75,Low,3,No,10,5,Yes,2,No,3,2
2024,15-19,Male,29.82,51.11,Middle,3,No,9,3,Yes,10,No,2,1
2020,10-14,Both,7.2,63.62,Middle,9,No,7,10,Yes,3,No,3,8
2022,25-29,Female,38.63,68.87,High,3,No,5,5,Yes,10,No,10,4
2022,10-14,Both,8.04,55.16,Middle,2,Yes,1,5,No,8,Yes,3,5
2020,10-14,Male,21.76,47.09,Middle,1,No,1,5,No,1,Yes,2,1
2023,30-39,Male,26.45,19.54,High,10,Yes,2,7,No,7,No,4,4
2020,60-69,Both,20.85,31.99,High,7,No,9,8,No,3,Yes,8,1
2021,70-79,Male,33.19,16.3,High,7,Yes,4,2,No,2,Yes,5,5
2021,50-59,Both,49.6,69.27,Low,6,No,10,6,No,2,No,4,5
2022,25-29,Female,29.36,32.87,Middle,1,Yes,9,4,Yes,8,Yes,1,9
2023,25-29,Male,37.56,66.72,Middle,6,Yes,3,4,Yes,4,Yes,9,5
2020,60-69,Both,38.0,35.05,Middle,9,Yes,7,7,No,3,Yes,2,2
2022,70-79,Both,29.07,50.25,High,6,Yes,10,1,Yes,4,Yes,2,4
2024,15-19,Both,39.76,39.59,High,5,Yes,2,4,Yes,1,No,10,9
2020,40-49,Female,7.7,67.61,High,7,No,6,2,Yes,8,Yes,4,10
2024,15-19,Both,5.97,55.2,Middle,4,Yes,7,9,Yes,2,No,3,10
2022,20-24,Both,35.79,29.06,Middle,5,No,1,1,No,1,No,4,3
2021,30-39,Male,43.4,10.19,High,2,No,6,7,No,8,Yes,10,3
2021,80+,Male,27.98,53.84,Middle,2,No,8,7,Yes,1,No,4,7
2022,15-19,Both,22.04,65.89,Middle,5,No,3,3,No,2,No,9,10
2020,60-69,Both,29.9,11.99,High,3,No,1,2,No,1,No,6,4
2024,70-79,Female,26.46,47.31,High,7,Yes,1,1,Yes,6,Yes,5,9
2021,60-69,Both,32.81,57.61,Low,4,Yes,3,9,No,6,No,2,6
2024,50-59,Both,16.54,59.42,Middle,10,No,10,8,Yes,5,Yes,10,5
2020,60-69,Female,41.79,67.22,High,9,No,6,8,Yes,6,No,2,5
2024,60-69,Male,25.43,48.88,Middle,5,No,2,4,No,8,Yes,2,4
2022,20-24,Female,25.09,39.53,Low,10,No,6,9,Yes,4,Yes,7,10
2020,70-79,Both,27.86,63.33,High,7,Yes,3,9,No,2,No,9,1
2021,50-59,Female,15.27,44.32,Middle,3,Yes,6,10,No,5,Yes,2,5
2022,30-39,Female,10.92,65.33,High,3,Yes,2,2,Yes,3,No,9,6
2024,20-24,Female,29.4,52.13,Low,9,No,9,1,Yes,7,No,8,8
2022,30-39,Female,15.13,23.79,Low,4,No,7,2,Yes,1,Yes,5,9
2021,60-69,Male,18.56,64.36,Low,8,No,4,10,No,9,No,1,10
2024,25-29,Both,30.56,36.11,Middle,1,Yes,2,2,Yes,2,No,9,9
2020,10-14,Both,34.19,43.55,Low,2,No,9,2,No,8,No,7,5
2024,60-69,Female,13.91,10.08,Middle,7,No,8,10,No,5,Yes,2,6
2020,20-24,Female,21.93,66.92,Low,5,No,6,3,Yes,1,No,9,7
2022,20-24,Both,33.17,65.17,Middle,8,Yes,7,2,Yes,2,Yes,1,6
2020,25-29,Both,41.7,22.75,Middle,10,Yes,2,2,No,7,No,8,4
2022,20-24,Male,34.22,20.82,Low,8,Yes,9,9,No,6,Yes,1,8
2023,20-24,Male,16.03,35.91,High,10,Yes,9,10,No,6,No,6,8
2020,40-49,Male,40.19,66.31,Low,2,Yes,9,6,Yes,10,No,6,3
2021,40-49,Both,39.74,61.49,Middle,3,Yes,8,5,No,1,No,2,10
2024,60-69,Male,20.43,47.62,Low,10,No,5,5,Yes,7,No,2,2
2023,15-19,Male,19.32,63.69,Low,6,Yes,10,5,No,4,No,3,9
2020,10-14,Male,43.51,34.81,Middle,4,Yes,4,10,Yes,5,No,4,6
2020,10-14,Male,35.38,60.86,Low,6,Yes,2,8,No,7,No,8,5
2020,20-24,Both,6.31,36.41,Middle,7,Yes,6,7,Yes,4,Yes,6,1
2020,40-49,Both,43.97,49.1,Middle,1,No,6,3,No,1,No,10,9
2020,20-24,Both,29.31,39.8,Middle,9,No,1,5,Yes,1,No,3,2
2022,25-29,Female,21.83,43.96,Middle,2,Yes,8,8,Yes,4,Yes,4,4
2020,60-69,Male,22.91,46.08,Low,1,Yes,7,9,No,4,No,8,10
2020,25-29,Female,13.95,54.49,Middle,10,Yes,10,1,Yes,9,No,2,2
2022,30-39,Female,7.7,10.35,Middle,2,Yes,6,2,No,6,No,8,10
2021,70-79,Both,25.87,62.19,Low,4,Yes,3,2,Yes,5,Yes,4,4
2023,40-49,Both,42.08,25.4,Low,8,No,5,10,No,5,Yes,3,4
2022,50-59,Both,46.82,11.53,Low,2,Yes,8,2,Yes,6,No,2,2
2022,20-24,Male,6.28,25.6,High,1,No,4,1,Yes,3,No,7,5
2021,10-14,Male,19.02,34.36,Low,8,Yes,4,2,Yes,9,Yes,7,2
2021,70-79,Both,37.06,60.27,Low,5,No,8,5,Yes,8,Yes,7,7
2021,60-69,Male,8.91,49.23,Middle,9,No,3,5,Yes,3,Yes,9,10
2020,60-69,Both,13.7,29.97,High,6,No,3,9,No,5,No,5,3
2020,25-29,Female,9.92,27.05,High,4,Yes,6,2,Yes,1,No,10,7
2024,20-24,Male,31.35,67.84,High,1,Yes,8,10,No,7,No,8,10
2021,10-14,Female,35.62,29.53,High,6,Yes,4,6,Yes,1,No,6,10
2024,70-79,Both,24.73,30.64,Low,3,No,9,2,Yes,3,Yes,2,10
2023,40-49,Female,23.76,69.59,Middle,3,Yes,10,9,Yes,4,Yes,6,8
2024,60-69,Male,29.65,62.94,Middle,10,No,5,5,No,2,No,1,8
2020,20-24,Both,45.56,26.37,Low,5,No,1,10,No,5,Yes,6,5
2024,20-24,Both,42.29,64.17,Low,8,Yes,9,6,No,10,Yes,7,8
2024,20-24,Female,26.93,39.27,High,1,No,7,10,Yes,10,Yes,7,8
2023,50-59,Female,47.0,64.97,High,1,Yes,6,10,No,1,No,3,8
2021,15-19,Both,9.71,42.46,High,8,Yes,4,7,No,1,No,8,9
2023,25-29,Male,17.49,36.39,High,6,Yes,3,10,No,10,Yes,5,4
2023,20-24,Both,13.7,23.48,Low,4,Yes,6,2,Yes,10,Yes,10,9
2021,40-49,Male,15.31,13.19,Middle,1,Yes,7,8,Yes,4,Yes,6,9
2022,70-79,Female,42.7,30.45,Low,5,Yes,6,4,Yes,6,Yes,6,8
2020,60-69,Female,33.92,30.8,Middle,5,No,7,4,Yes,6,No,5,1
2024,15-19,Female,43.06,24.69,High,7,Yes,1,2,No,5,Yes,1,4
2022,25-29,Female,30.06,57.12,Middle,6,No,5,8,Yes,2,Yes,10,3
2024,50-59,Male,36.03,19.64,High,10,Yes,6,6,No,9,No,7,6
2021,70-79,Both,26.22,16.65,High,8,No,7,6,Yes,5,Yes,1,7
2021,40-49,Female,29.63,16.33,Middle,8,No,4,5,Yes,1,Yes,6,10
2024,15-19,Female,46.21,32.2,Middle,8,Yes,7,1,Yes,5,No,3,9
2024,80+,Male,20.09,54.99,High,2,Yes,2,6,Yes,6,No,8,5
2022,30-39,Female,49.61,31.58,High,9,No,6,4,Yes,8,Yes,3,4
2023,50-59,Male,18.66,32.83,Middle,3,No,4,6,No,9,Yes,6,9
2023,60-69,Both,34.33,22.62,Low,10,No,9,3,No,2,Yes,4,5
2021,80+,Female,43.8,13.24,High,5,No,9,10,Yes,5,No,2,4
2024,60-69,Both,17.19,67.55,High,6,Yes,4,5,Yes,8,Yes,1,6
2020,60-69,Female,6.47,14.1,Low,6,No,9,2,No,2,No,8,1
2021,15-19,Male,17.23,62.79,Middle,1,Yes,1,6,Yes,7,No,4,5
2022,30-39,Both,29.62,34.34,Middle,5,Yes,6,6,No,9,No,8,2
2024,10-14,Male,49.93,27.34,Middle,5,No,9,5,No,10,Yes,9,1
2023,40-49,Both,48.19,36.16,Middle,6,No,6,6,No,9,Yes,9,9
2023,50-59,Female,43.36,53.19,Middle,4,No,1,6,No,8,No,10,8
2023,50-59,Male,46.45,67.95,Middle,4,Yes,10,2,Yes,9,Yes,9,5
2021,50-59,Male,36.44,17.47,Middle,8,Yes,8,8,No,5,Yes,6,10
2021,15-19,Female,46.65,62.16,Low,8,Yes,7,3,No,3,Yes,2,1
2021,40-49,Both,15.89,47.94,Middle,6,Yes,10,9,Yes,2,No,10,1
2020,80+,Male,14.62,54.34,Middle,7,No,3,4,No,4,Yes,8,9
2024,40-49,Both,27.97,20.85,Low,10,No,9,7,Yes,5,No,10,9
2024,50-59,Male,34.43,67.6,Low,7,Yes,7,7,No,4,Yes,8,3
2022,20-24,Male,40.92,18.25,High,5,Yes,2,2,Yes,5,Yes,8,5
2022,40-49,Female,48.09,30.71,Low,6,No,7,5,Yes,1,Yes,2,2
2022,20-24,Male,24.53,13.03,Middle,7,No,5,6,Yes,2,No,2,9
2024,80+,Both,36.61,41.9,High,1,Yes,8,7,No,1,No,5,7
2024,15-19,Both,23.28,18.24,Low,5,No,7,8,Yes,3,No,6,2
2023,15-19,Both,46.75,19.61,High,4,Yes,1,1,No,1,Yes,1,3
2022,40-49,Male,43.06,65.95,Middle,5,No,6,8,Yes,1,Yes,10,7
2020,80+,Female,24.44,26.29,Low,3,No,9,5,Yes,6,No,7,6
2020,70-79,Both,36.85,59.92,Low,10,Yes,9,4,No,3,Yes,1,8
2021,20-24,Male,8.17,51.04,Low,1,Yes,3,2,No,4,Yes,4,4
2020,80+,Male,38.98,35.42,Middle,3,No,5,5,No,6,Yes,10,2
2021,70-79,Male,15.29,47.54,High,7,No,5,1,No,10,Yes,1,9
2024,60-69,Female,5.64,31.29,High,6,Yes,8,3,No,6,No,8,9
2020,30-39,Female,11.55,38.36,Middle,8,No,6,2,No,3,No,10,9
2021,50-59,Male,22.74,40.25,High,3,No,3,9,Yes,6,No,9,5
2023,80+,Both,22.58,66.93,High,2,No,7,10,Yes,1,Yes,10,9
2020,80+,Female,8.57,31.09,Low,3,No,8,1,No,7,No,8,9
2024,30-39,Female,43.47,69.03,Middle,8,No,3,4,No,1,Yes,9,6
2021,20-24,Female,6.04,54.29,High,5,Yes,2,10,Yes,10,Yes,2,3
2021,70-79,Male,35.21,42.5,Middle,3,Yes,9,2,Yes,2,Yes,9,5
2020,60-69,Female,41.05,52.94,Middle,5,No,4,10,Yes,10,Yes,5,9
2024,40-49,Male,18.0,15.57,High,3,Yes,6,9,Yes,3,No,2,7
2022,40-49,Female,37.5,65.57,High,9,No,9,9,Yes,7,Yes,1,9
2022,20-24,Male,19.74,22.69,High,7,Yes,5,4,No,8,No,4,8
2021,30-39,Female,27.65,11.0,High,1,No,7,9,No,2,Yes,9,4
2020,10-14,Female,11.8,45.61,Low,10,Yes,8,7,No,3,Yes,2,4
2022,30-39,Male,45.05,51.02,Low,3,No,2,10,Yes,5,Yes,3,10
2024,80+,Both,42.77,21.77,Middle,8,Yes,9,5,Yes,4,No,3,2
2023,40-49,Both,16.43,11.1,Low,9,Yes,5,6,Yes,3,No,7,1
2022,10-14,Male,38.35,26.87,Middle,5,Yes,10,3,No,5,Yes,2,1
2023,20-24,Both,7.58,66.1,Middle,10,No,10,10,No,3,No,4,6
2024,20-24,Female,16.49,34.27,Middle,2,No,9,8,No,10,No,3,1
2022,60-69,Male,26.14,31.47,High,4,Yes,7,2,No,9,No,4,7
2021,20-24,Female,21.86,50.08,High,1,No,7,10,No,8,Yes,3,10
2020,60-69,Female,28.83,15.19,Middle,8,Yes,8,1,No,7,Yes,6,2
2023,80+,Both,5.61,67.17,High,3,Yes,4,6,No,7,Yes,5,9
2024,40-49,Male,10.77,21.82,High,8,No,6,1,No,2,No,10,9
2020,50-59,Male,7.26,67.92,Low,2,No,7,6,Yes,10,Yes,7,4
2022,60-69,Male,37.16,22.66,High,4,Yes,7,2,No,10,Yes,6,9
2020,25-29,Both,31.53,16.87,High,5,No,4,4,No,3,Yes,10,3
2021,70-79,Male,31.02,12.46,Middle,5,Yes,10,8,No,1,No,5,1
2020,70-79,Male,47.94,10.03,High,6,Yes,7,1,No,6,No,5,4
2024,25-29,Male,47.33,21.52,Middle,8,Yes,6,2,No,9,Yes,2,8
2023,60-69,Female,15.81,27.58,High,2,No,5,7,No,10,No,8,4
2021,25-29,Female,40.12,14.53,Low,4,No,7,1,Yes,5,Yes,4,4
2021,10-14,Female,44.76,34.04,Middle,3,No,10,2,No,2,Yes,6,9
2021,70-79,Both,35.12,36.17,High,2,No,4,8,Yes,5,Yes,1,3
2021,70-79,Both,40.59,60.32,Middle,7,Yes,9,4,Yes,8,Yes,10,10
2024,10-14,Female,48.93,13.83,Middle,1,No,2,7,Yes,6,No,4,8
2024,60-69,Both,12.84,12.09,Middle,9,Yes,3,10,No,9,Yes,5,1
2023,80+,Both,25.59,41.22,High,4,Yes,1,7,No,3,Yes,5,4
2022,80+,Male,28.82,59.84,High,7,Yes,4,4,No,4,Yes,6,2
2024,70-79,Male,42.75,67.92,Low,9,Yes,10,3,Yes,4,Yes,4,1
2024,15-19,Female,49.17,15.83,Middle,3,Yes,9,4,Yes,7,No,7,7
2023,50-59,Female,20.69,35.93,Middle,7,No,2,9,No,1,Yes,1,7
2020,25-29,Male,23.14,49.27,Middle,8,No,2,9,Yes,10,Yes,3,3
2023,20-24,Female,27.79,23.44,Low,8,No,7,6,No,3,No,10,9
2022,70-79,Both,9.19,47.58,High,9,Yes,1,1,No,5,Yes,10,6
2024,50-59,Both,30.98,60.57,High,9,No,4,10,No,3,No,2,9
2024,70-79,Male,42.81,39.98,High,8,No,2,7,Yes,1,No,8,5
2021,70-79,Male,43.12,14.62,Middle,1,No,5,2,No,9,No,9,6
2022,40-49,Both,20.22,64.23,High,5,Yes,1,1,Yes,4,No,1,6
2024,80+,Male,37.88,21.35,High,5,Yes,6,5,Yes,4,Yes,8,10
2024,20-24,Both,10.52,64.35,Low,1,Yes,3,9,No,3,Yes,9,6
2024,40-49,Both,38.31,18.02,High,6,No,6,3,No,8,Yes,8,1
2022,20-24,Male,32.38,18.64,Middle,5,No,6,7,No,8,No,8,9
2022,15-19,Both,15.81,38.67,Middle,8,No,10,4,Yes,3,Yes,2,9
2021,40-49,Male,35.52,10.18,High,7,No,2,6,Yes,2,Yes,4,8
2023,20-24,Female,14.43,36.06,Low,9,Yes,2,6,Yes,4,Yes,8,1
2021,20-24,Both,10.12,40.22,Middle,5,Yes,10,6,Yes,6,No,9,2
2021,40-49,Female,43.89,46.33,Middle,3,No,9,3,Yes,7,Yes,7,8
2021,70-79,Male,12.73,40.32,High,3,No,2,1,No,7,Yes,2,7
2021,40-49,Male,6.34,51.25,High,9,Yes,2,3,No,4,No,9,8
2020,40-49,Female,49.62,25.84,Middle,7,No,2,4,Yes,1,No,4,5
2023,30-39,Male,12.4,69.93,High,5,Yes,2,7,Yes,4,Yes,1,9
2020,40-49,Female,26.61,37.69,Low,6,Yes,4,7,No,4,No,10,7
2021,50-59,Female,13.31,12.4,High,9,No,6,1,Yes,1,No,3,5
2023,20-24,Both,34.39,18.84,Low,6,Yes,1,8,No,10,No,1,9
2022,25-29,Male,7.23,55.03,Low,6,No,2,6,No,10,Yes,4,1
2024,40-49,Female,6.24,49.34,High,7,No,4,10,No,1,Yes,4,5
2020,15-19,Female,39.22,15.69,High,6,Yes,6,9,Yes,7,Yes,8,6
2021,25-29,Both,38.89,43.53,Middle,2,Yes,10,1,Yes,10,No,4,4
2023,70-79,Female,17.78,18.92,High,5,Yes,8,9,No,5,No,8,3
2023,15-19,Male,35.64,30.52,Middle,5,Yes,10,4,Yes,2,Yes,10,1
2021,40-49,Male,45.16,39.96,High,7,Yes,10,6,Yes,9,Yes,6,10
2023,70-79,Both,22.11,38.56,High,7,Yes,6,10,No,10,No,9,1
2022,50-59,Female,32.42,69.56,High,7,Yes,10,5,No,5,Yes,7,4
2023,70-79,Female,34.15,48.25,Low,10,No,6,5,Yes,10,No,1,10
2023,50-59,Female,21.07,24.03,Middle,3,Yes,1,4,Yes,8,Yes,10,1
2024,70-79,Male,19.63,53.51,Middle,9,No,6,5,Yes,9,No,10,3
2022,60-69,Female,34.8,39.81,Low,4,No,8,5,No,7,Yes,7,5
2020,30-39,Both,19.63,40.16,Middle,4,No,3,5,Yes,7,Yes,3,8
2023,25-29,Male,5.61,49.67,High,10,No,6,1,Yes,2,No,7,7
2021,20-24,Male,42.98,41.74,High,2,No,3,2,No,5,No,3,6
2021,15-19,Both,18.59,16.32,Middle,6,Yes,6,1,No,10,No,4,7
2021,40-49,Male,30.24,38.17,High,4,Yes,9,5,Yes,1,Yes,4,2
2024,25-29,Female,5.21,60.6,High,7,Yes,10,8,No,7,Yes,7,3
2022,20-24,Male,42.01,34.67,High,5,No,6,6,No,10,Yes,3,10
2022,80+,Female,26.05,49.42,Middle,8,Yes,6,3,Yes,7,No,6,3
2022,20-24,Male,46.22,34.34,High,8,No,9,6,No,4,Yes,10,5
2020,60-69,Male,13.26,55.71,High,9,Yes,9,6,No,9,Yes,10,2
2020,80+,Female,45.64,31.47,Middle,7,Yes,1,10,No,6,No,7,3
2022,60-69,Male,42.32,15.74,Low,5,No,5,3,No,3,Yes,2,4
2024,50-59,Both,28.34,58.66,Middle,10,Yes,8,1,Yes,9,Yes,2,2
2021,50-59,Male,34.74,51.06,Low,4,Yes,4,5,No,5,Yes,7,2
2020,30-39,Male,36.43,57.85,Middle,8,No,6,2,Yes,10,No,7,8
2022,40-49,Female,46.92,69.61,Middle,3,Yes,4,10,No,9,No,4,9
2021,15-19,Both,12.53,11.66,High,5,No,7,10,Yes,8,Yes,4,5
2024,60-69,Both,5.82,43.52,High,4,Yes,9,5,No,5,No,7,7
2021,70-79,Both,10.76,45.39,Middle,6,No,4,7,No,6,No,9,10
2022,25-29,Both,33.24,37.77,Low,8,Yes,5,5,Yes,4,No,5,4
2024,50-59,Male,23.57,46.41,Low,6,Yes,6,7,No,10,Yes,3,1
2023,40-49,Male,17.75,19.02,Low,3,Yes,7,10,Yes,3,Yes,9,5
2024,40-49,Male,48.01,56.63,Middle,3,Yes,5,9,No,10,No,3,6
2021,80+,Both,18.92,69.51,Low,3,No,8,3,No,10,No,4,1
2021,20-24,Both,40.59,28.58,Middle,1,Yes,4,1,Yes,5,Yes,1,5
2024,40-49,Both,27.99,34.12,High,7,No,9,7,Yes,1,Yes,7,1
2022,20-24,Male,17.08,26.72,High,7,Yes,6,3,Yes,4,No,5,8
2023,25-29,Female,42.75,15.69,High,5,Yes,4,2,No,1,Yes,7,3
2020,50-59,Female,41.63,67.92,Low,3,No,10,8,No,4,No,3,9
2022,20-24,Male,39.44,12.74,Middle,5,Yes,6,4,Yes,8,No,3,9
2021,20-24,Both,33.62,64.07,Low,4,No,1,1,Yes,1,Yes,4,1
2024,15-19,Male,38.21,35.78,High,10,No,2,6,Yes,10,Yes,2,4
2024,20-24,Female,10.44,41.44,Middle,8,No,3,3,Yes,10,Yes,8,4
2020,15-19,Both,29.3,22.82,Low,3,No,6,4,Yes,8,Yes,10,5
2022,15-19,Female,24.66,10.98,High,7,No,5,5,No,3,No,3,4
2021,50-59,Female,44.26,17.66,High,9,Yes,4,8,No,10,Yes,6,8
2022,15-19,Male,41.4,18.4,High,5,No,5,7,No,10,No,4,8
2021,80+,Male,47.48,28.04,Middle,5,No,5,2,No,2,No,9,9
2020,60-69,Both,34.15,68.91,Middle,9,No,3,4,Yes,10,Yes,5,6
2023,80+,Female,10.33,39.66,Low,5,Yes,4,3,No,9,Yes,6,5
2020,15-19,Both,11.74,11.98,Middle,1,No,6,10,No,10,Yes,1,6
2022,25-29,Female,43.98,37.36,Low,8,No,8,2,No,4,Yes,7,8
2020,20-24,Female,46.48,64.91,Low,8,Yes,6,6,No,9,Yes,7,2
2022,40-49,Both,48.22,28.49,Low,4,No,5,10,Yes,6,No,10,10
2022,25-29,Male,34.57,19.31,Middle,8,No,5,4,No,8,Yes,4,5
2022,40-49,Both,16.25,33.65,Middle,7,No,4,4,Yes,8,No,9,4
2024,15-19,Both,12.06,21.52,Low,1,No,8,4,No,6,Yes,5,4
2022,30-39,Both,6.75,30.41,High,6,No,1,9,No,5,No,1,9
2023,50-59,Male,24.79,10.58,Middle,10,No,6,3,No,3,Yes,2,4
2021,50-59,Female,39.25,38.97,Low,9,No,3,8,Yes,8,Yes,4,10
2021,30-39,Male,13.12,45.14,Low,7,No,2,2,No,8,Yes,6,6
2024,25-29,Female,34.56,24.13,High,5,Yes,6,7,No,2,No,8,3
2022,25-29,Male,21.08,25.03,Middle,9,No,10,1,Yes,7,No,3,9
2021,80+,Male,33.34,10.94,High,10,Yes,3,5,Yes,2,Yes,7,7
2023,10-14,Male,46.69,15.75,Low,7,No,7,3,Yes,3,No,1,8
2022,60-69,Male,44.36,54.98,Low,8,No,5,7,No,8,Yes,9,8
2022,70-79,Both,25.7,37.39,Low,2,Yes,3,1,No,8,Yes,7,3
2020,10-14,Female,5.82,57.87,High,4,Yes,8,5,Yes,5,Yes,7,9
2021,15-19,Female,27.31,35.25,High,10,No,1,4,No,8,No,9,7
2020,15-19,Female,29.93,45.49,Middle,4,No,9,8,No,5,Yes,4,8
2023,60-69,Male,38.28,50.41,Low,8,No,3,2,Yes,1,Yes,9,5
2021,30-39,Male,48.44,58.96,High,4,No,7,4,No,2,Yes,4,3
2024,40-49,Female,16.65,10.12,Middle,7,Yes,6,5,Yes,10,Yes,6,10
2022,40-49,Male,25.79,47.66,Middle,4,No,1,8,Yes,2,Yes,4,2
2020,30-39,Female,18.37,36.75,Low,10,No,7,10,No,7,No,2,2
2023,30-39,Male,11.64,11.28,High,5,No,8,7,No,9,No,3,1
2021,10-14,Male,23.78,32.31,High,1,No,9,10,Yes,2,Yes,9,9
2023,10-14,Female,13.18,39.61,High,5,Yes,5,4,No,4,Yes,2,6
2023,15-19,Female,46.96,39.86,High,9,No,8,2,No,4,Yes,6,2
2024,10-14,Female,5.51,48.44,Low,7,Yes,1,6,Yes,4,No,10,7
2024,80+,Male,7.26,32.29,High,7,Yes,7,8,No,2,Yes,10,8
2024,80+,Male,25.38,18.27,Middle,9,No,3,2,No,9,No,5,10
2020,80+,Both,36.42,10.05,High,1,No,2,9,Yes,5,No,2,10
2024,20-24,Female,6.76,48.6,Middle,10,Yes,1,4,Yes,6,No,2,1
2024,10-14,Male,47.18,15.8,Low,10,No,4,4,No,2,Yes,8,2
2023,40-49,Both,10.17,50.39,High,5,No,2,9,Yes,1,Yes,6,10
2020,10-14,Female,23.49,55.45,Middle,6,Yes,3,2,Yes,10,No,6,2
2022,60-69,Both,28.86,45.41,High,1,No,3,5,No,10,No,10,5
2021,70-79,Male,35.91,67.55,High,6,No,4,8,No,10,No,2,3
2024,40-49,Female,16.19,63.56,Middle,1,No,7,5,Yes,3,Yes,6,4
2022,60-69,Male,17.94,63.57,Low,6,No,6,5,Yes,7,Yes,2,1
2022,50-59,Both,49.22,53.42,High,10,No,3,4,Yes,5,Yes,7,5
2023,25-29,Male,47.66,26.38,Middle,5,No,6,1,Yes,1,Yes,3,7
2024,70-79,Female,20.95,50.28,Low,8,No,5,8,No,3,Yes,6,6
2020,25-29,Male,49.06,27.55,High,5,Yes,7,5,Yes,3,No,1,8
2021,50-59,Female,28.62,35.26,Middle,7,No,2,3,No,2,Yes,3,2
2021,50-59,Female,6.76,68.52,Middle,2,Yes,1,2,No,5,No,6,10
2020,80+,Both,48.99,62.01,Middle,9,Yes,2,5,Yes,2,No,1,6
2024,20-24,Male,15.04,13.32,Middle,3,Yes,8,2,Yes,3,Yes,3,9
2021,15-19,Both,34.26,67.32,Middle,3,Yes,7,7,No,3,Yes,9,7
2022,15-19,Female,43.41,40.93,High,3,No,8,10,Yes,9,Yes,6,3
2023,60-69,Female,42.48,48.56,High,10,No,8,10,Yes,9,No,4,3
2021,10-14,Female,21.14,14.02,High,8,Yes,6,8,No,5,Yes,8,6
2022,15-19,Male,9.71,52.63,Middle,6,Yes,2,4,Yes,3,No,9,6
2023,20-24,Male,19.75,55.52,Middle,9,No,1,10,Yes,9,Yes,5,5
2021,40-49,Male,12.58,19.25,High,4,Yes,8,3,Yes,10,Yes,1,4
2022,30-39,Female,8.3,68.02,High,10,No,6,8,No,10,Yes,9,3
2020,80+,Female,12.2,23.17,High,3,No,1,1,Yes,4,No,1,6
2024,50-59,Both,23.6,39.36,Middle,4,Yes,8,5,No,2,No,4,5
2020,80+,Male,40.67,11.28,High,10,Yes,9,2,No,6,No,4,9
2024,70-79,Female,14.4,38.27,Low,7,No,7,3,Yes,6,Yes,9,7
2022,60-69,Both,11.98,57.79,Low,4,No,10,10,Yes,8,Yes,8,8
2023,50-59,Both,20.61,14.5,Middle,4,Yes,5,10,Yes,10,Yes,1,6
2023,20-24,Male,32.65,55.55,High,3,No,3,9,Yes,7,Yes,4,3
2023,70-79,Both,32.8,25.93,High,9,No,9,2,Yes,8,No,5,4
2023,20-24,Female,23.74,58.27,High,2,Yes,5,4,Yes,1,Yes,7,7
2022,30-39,Male,10.84,60.41,Low,9,Yes,7,5,Yes,10,No,4,1
2020,15-19,Female,11.01,52.55,Low,10,Yes,2,1,No,8,Yes,10,5
2024,50-59,Male,19.71,40.74,Middle,8,Yes,10,4,No,2,Yes,6,4
2022,40-49,Male,48.58,14.11,Middle,5,No,5,8,Yes,9,No,9,5
2021,40-49,Both,39.79,66.73,High,10,Yes,7,2,Yes,5,Yes,4,1
2023,40-49,Both,16.73,55.88,Middle,2,Yes,1,8,No,6,No,10,2
